Project Name,Enbloced,Land Size,Master Plan GFA,Plot Ratio,Postal Code,Property Type,Tenure,Planning Area,District,Age,Number of Units,Average Price,Historical High,Historical Low,Distance to MRT
LA DOLCE VITA,0,-0.41672854,-0.58820361,-1.155348562,534954,0,1, Serangoon,19,-1.428200036,-0.419019736,-0.169788562,-0.128436527,-0.165248707,0.378124043
BALMORAL TOWER,0,-0.28779266,-0.280348135,-0.074707338,259808,1,1, Tanglin,10,1.089984635,-0.465545165,0.315902555,0.206743321,-0.288656347,0.682526322
KHEAM HOCK GARDENS,0,-0.433213493,8.37E-11,-2.55E-10,298808,1,1, Novena,11,0.655814864,-0.565242512,0.128875229,0.094133491,-0.280820941,0.946526405
PALM OASIS,0,-0.464220904,-0.516623071,-0.618971896,426052,0,1, Bedok,15,-1.080864219,-0.319322388,-0.327819403,-0.051596878,-0.271026684,0.709737975
LANDBAY CONDOMINIUM,0,0.245024564,-0.118729927,-0.626859788,468698,1,1, Bedok,16,-0.038856769,0.119345943,0.408691306,0.340550296,-0.175042964,1.323080585
HILLVIEW PARK,0,0.623099106,0.375787085,-0.232465181,669554,1,1, Bukit Batok,23,0.047977185,0.531428314,0.098428921,0.217341893,-0.592278318,0.331382444
PARK EAST,0,1.631821216,0.661596542,-0.626859788,457264,1,1, Bedok,15,0.134811139,0.71088354,0.230362926,0.299480828,-0.515883112,0.913543758
MARINE VIEW MANSIONS,0,-0.423695395,-0.394798121,-0.074707338,449273,1,1, Marine Parade,15,0.655814864,-0.505424104,0.573971268,0.442561554,-0.361133849,1.795831628
ELIZABETH HEIGHTS,0,0.018650837,0.202771204,0.477445112,229668,1,1, Newton,9,1.089984635,-0.000290875,1.148101663,0.968515703,-0.498253449,0.558509051
THE ATRIA AT MEYER,0,0.404771606,0.637263103,0.477445112,437885,1,1, Marine Parade,15,-0.038856769,0.358619577,0.926278556,0.833383906,-0.082976947,1.286215437
11 AMBER ROAD,0,-0.609739862,-0.504436632,0.477445112,439857,0,1, Marine Parade,15,-0.733528403,-0.66493986,0.620365643,0.484955843,-0.329792227,1.582802492
THE SENSORIA,0,-0.172790489,-0.35413722,-0.626859788,758930,1,1, Sembawang,27,-0.994030265,-0.20633206,-0.538043916,-0.561653168,-0.502171152,0.862924185
CRESCENDO PARK,0,-0.095173837,-0.3101635,-0.626859788,457269,1,1, Bedok,15,-0.038856769,-0.179746101,-0.056702272,-0.080742952,-0.578566358,1.244776344
CAIRNHILL 16,0,-0.63858853,-0.537643692,0.477445112,229744,0,1, NEWTON,9,0.047977185,-0.432312715,1.920857978,1.819051127,3.801425436,0.423631906
THE AMBRA,0,-0.607777368,-0.598615325,-0.626859788,426117,0,1, Bedok,15,-1.254532128,-0.525363573,-0.061051745,-0.031724555,-0.149577895,0.460293335
LE NOUVEL ARDMORE,0,-0.227249708,-0.073928003,0.477445112,259945,1,1, Newton,10,-1.601867944,-0.405726756,6.402264673,5.768344117,6.093281608,0.862994429
YISHUN EMERALD,0,1.284361587,1.379018902,0.240808348,768425,1,0, Yishun,27,-0.559860494,2.206343757,-0.751168078,-0.615970851,-0.668673524,0.451058896
J COURT,0,-0.709827076,-0.656037509,-0.626859788,423469,0,1, Bedok,15,0.56898091,-0.000290875,-0.717822121,-0.642467282,-0.525677369,0.932339775
TORIE MANSIONS,0,-0.654779108,-0.625038995,-0.626859788,428618,0,1, Geylang,15,0.221645093,-0.611767941,-0.533694444,-0.569602097,-0.367010404,0.868588704
MOUNTBATTEN REGENCY,0,-0.684707148,-0.641918593,-0.626859788,437818,0,1, Marine Parade,15,-0.994030265,-0.605121452,0.127425405,0.034516522,-0.380722364,1.203170646
GALAXY TOWERS,0,-0.134718098,-0.332446148,-0.626859788,424482,0,1, Geylang,15,0.56898091,-0.651646881,-0.410459384,-0.19997689,-0.527636221,0.585168229
CAVENDISH PARK,0,1.09645275,0.888051338,-0.074707338,597593,1,0, Bukit Timah,21,-0.038856769,0.996682603,0.028837358,0.059688131,-0.468870678,0.741678787
HIGHLINE RESIDENCES,0,0.298110037,1.036812656,1.42399217,168591,1,0, Bukit Merah,3,-1.949203761,-0.65829337,1.198845511,1.318268587,1.740713733,0.389007074
MANHATTAN MANSIONS,0,-0.45166094,-0.418658301,-0.074707338,249580,0,1, River Valley,10,0.134811139,-0.498777614,0.517428123,0.666456393,0.065895762,0.626199671
THE FERNHILL,0,-0.513185139,-0.545373602,-0.626859788,259049,0,1, Tanglin,10,-1.167698174,-0.525363573,0.473933396,1.110271607,1.045321476,0.635387082
1953,0,-0.721503917,-0.625551693,0.635202955,217701,0,1, Kallang,8,-2.296539578,-0.306029408,0.77694666,0.883727124,2.075677328,0.544706864
TERRASSE,0,2.183870885,0.972212699,-0.626859788,544774,1,0, Hougang,19,-1.601867944,2.06012098,-0.217632762,-0.030399733,0.114867048,1.294547615
UPPER SERANGOON SHOPPING CENTRE,0,-0.387389249,-0.254239972,0.477445112,534626,0,1, Hougang,19,1.176818589,-0.638353901,-0.401760439,-0.449043338,-0.729397918,0.719085579
ARDMORE II,0,0.030818303,0.216456299,0.477445112,259947,1,1, Newton,10,-1.254532128,0.092759983,2.470341361,2.852411923,1.868039076,0.730460422
CLEMENTIWOODS CONDOMINIUM,0,1.067505958,0.344078681,-0.626859788,126810,1,0, Clementi,5,-1.254532128,-0.532010063,-0.045103678,0.039815808,-0.425775947,1.91364001
Martin Modern,0,0.784612393,1.064734982,0.477445112,237963,1,0, River Valley,9,-2.209705624,-0.392433776,1.852716239,2.502659038,2.669209311,0.731392296
SUNNY PARC,0,-0.692851499,-0.647873778,-0.658411357,425767,0,1, Bedok,15,-1.341366082,-0.618414431,-0.413359033,-0.230447785,0.391065099,0.876002287
THE AMBROSIA,0,-0.461767786,-0.516268126,-0.626859788,425261,0,1, Bedok,15,-1.254532128,-0.432312715,0.168020484,0.135202958,0.300957933,1.255416002
RIO GARDENS,0,-0.562836247,-0.451628731,0.477445112,329001,0,1, Kallang,12,-0.820362357,-0.332615368,-0.149491023,-0.146984028,-0.480623787,0.745503773
NEWTON LODGE,0,-0.584031186,-0.58516686,-0.626859788,307968,0,1, Novena,11,0.482146956,-0.585181982,0.508729178,0.382944585,-0.331751078,0.433883893
SKYSUITES17,0,-0.530062591,-0.414675031,0.477445112,329137,0,1, Novena,12,-1.601867944,0.072820514,0.585569862,1.217582151,0.573238282,0.558176795
RIVERSIDE MELODIES,0,-0.586974928,-0.47876229,0.477445112,327995,1,1, Kallang,12,-1.601867944,-0.419019736,-0.027705787,0.053064023,1.006144448,0.681197671
THOMSON GRAND,0,1.266601012,1.031646237,-0.074707338,573913,1,0, Bishan,20,-1.688701899,1.707857018,0.236162222,0.421364409,0.238274688,0.371173927
VOLARI,0,0.091165005,-0.135372895,-0.469101946,259820,1,1, Newton,10,-1.428200036,-0.126574182,1.607695944,1.396433058,1.560499402,0.630654808
GREENLANE APARTMENTS,0,-0.67852529,-0.638329706,-0.626859788,438898,0,1, Geylang,15,0.134811139,-0.000290875,-0.390161845,-0.438444766,-0.474747232,0.580106521
Sceneca Residence,0,0.092244377,0.285591662,-2.55E-10,468457,0,0, Bedok,16,0.047977185,1.089733461,1.035015373,1.229505545,2.506624642,0.122703495
PROSPERO VILLE,0,-0.625047319,-0.608159397,-0.626859788,425766,0,1, Bedok,15,-0.559860494,-0.67823284,-0.255328192,-0.315236363,-0.615784535,0.801852603
CHERRY GARDENS,0,-0.388370497,-0.475212842,-0.626859788,536491,0,0, Serangoon,19,-0.733528403,-0.372494307,-0.423507802,-0.377502975,-0.770533798,0.573778836
THE PROMONT,0,-0.677151544,-0.580276509,0.477445112,229790,0,1, Newton,9,-1.167698174,-0.591828472,1.1263543,0.947318558,1.750507991,0.513021402
IVORY,0,-0.669497816,-0.633321041,-0.626859788,423468,0,1, Geylang,15,-1.167698174,-0.67823284,-0.226331707,-0.140359921,-0.222055398,0.983587452
SUNBIRD VIEW,0,-0.473150254,8.37E-11,-2.55E-10,487220,0,1, Tampines,16,0.134811139,-0.591828472,-0.754067727,-0.77097497,-0.482582638,0.532276853
LAKESIDE APARTMENTS,0,0.444021494,0.337374168,-0.074707338,618647,0,0, Jurong East,22,0.047977185,-0.611767941,0.173819781,-0.849139441,-0.942912724,1.064834691
THE INTERWEAVE,0,-0.482472102,-0.36115724,0.477445112,328805,0,1, Novena,12,-1.601867944,0.431730966,0.357947458,0.537948704,1.019856408,1.019070982
ETON COURT,0,-0.689613384,-0.644679275,-0.626859788,425171,0,1, Bedok,15,-0.733528403,-0.605121452,-0.050902975,-0.128436527,-0.406187432,1.234395921
MAYFAIR MODERN,0,0.062708836,-0.22130898,-0.626859788,588373,1,0, Bukit Timah,21,-2.296539578,0.445023945,1.169849027,1.237454474,2.122689762,0.285738305
GRAND RESIDENCE,0,-0.692753375,-0.646414561,-0.626859788,426237,0,1, Bedok,15,-0.907196311,-0.611767941,-0.404660087,-0.360280295,-0.555060141,0.560869356
DORSETT RESIDENCES,0,-0.339308137,-0.470204176,-0.729402386,88764,0,0, Outram,2,-1.51503399,-0.23956451,0.961074337,1.397757879,1.866080225,138.39695
ORCHID APARTMENTS,0,0.043476391,8.37E-11,-2.55E-10,289533,0,1, Bukit Timah,11,1.61098836,-0.345908347,0.414490603,0.331276545,-0.400310878,0.363926519
FORT GARDENS,0,-0.341761255,-0.325899388,-0.074707338,439089,1,1, Kallang,15,0.221645093,-0.23291802,0.157871714,0.380294942,-0.447323312,0.827639765
THE LAKESHORE,0,1.869283036,3.052110472,1.045373347,649411,1,0, Jurong West,22,-1.080864219,4.944697577,-0.252428543,-0.117837955,-0.435570204,0.320671293
ROSEWOOD,0,1.653899278,1.358550417,-0.074707338,737934,1,0, Woodlands,25,-0.646694449,2.212990247,-0.725071242,-0.629219066,-0.823422787,0.646893373
THE ABODE AT DEVONSHIRE,0,-0.667142823,-0.568721083,0.485333004,239895,0,1, River Valley,9,-0.559860494,-0.518717083,0.78709543,0.637310319,0.543855511,0.329328088
RESIDENCES BOTANIQUE,0,-0.255804001,-0.400516677,-0.626859788,545550,1,1, Hougang,19,-1.428200036,-0.153160141,0.001290697,0.031866879,0.387147396,0.875021448
SHEARES VILLE,0,-0.422321649,-0.293165587,0.477445112,249446,0,1, Tanglin,10,-0.646694449,-0.259503979,0.898731896,0.858555515,-0.141742489,0.81858655
DE CASALLE,0,-0.596296776,-0.592147441,-0.626859788,425236,0,1, Bedok,15,-0.038856769,-0.478838144,0.172369956,0.075585989,-0.378763512,1.253032611
KANDIS RESIDENCE,0,-0.065343922,-0.293362779,-0.626859788,756967,1,0, Sembawang,27,-2.209705624,-0.605121452,0.240511695,0.196144749,1.012021002,1.698022749
THE CENTRIO,0,-0.61219298,-0.507197314,0.477445112,329552,0,1, Novena,12,-1.167698174,-0.339261857,0.341999391,0.373670834,0.481172265,0.599545499
THE SIXTH AVENUE RESIDENCES,0,0.796387359,0.191570723,-0.626859788,276537,1,1, Bukit Timah,10,-1.167698174,0.471609905,0.700105976,1.161939646,0.302916785,0.64445672
TRILIVE,0,0.037294534,-0.005896912,-0.074707338,533901,1,1, Hougang,19,-1.949203761,0.783994928,0.442037263,0.483631021,1.395955882,0.734376276
Van Holland,0,-0.344606872,8.37E-11,-0.626859788,278583,1,1, Bukit Timah,10,0.047977185,-0.23291802,2.254317551,2.372826528,3.768124962,0.164682446
JC COURT,0,-0.698248359,-0.649530187,-0.626859788,427878,0,1, Geylang,15,-0.212524678,-0.68487933,-0.580088819,-0.611996386,-0.433611352,0.682387199
THE WINDSOR,0,1.851816836,0.801405363,-0.611084004,576189,1,1, Bishan,20,0.742648818,0.365266067,-0.195885398,-0.26091868,-0.907653398,0.673176086
HAIG LODGE,0,-0.695304617,-0.647794902,-0.626859788,438768,0,1, Marine Parade,15,-0.038856769,-0.631707411,-0.481500771,-0.521908522,-0.545265884,1.112967783
MY MANHATTAN,0,0.378081683,0.37472225,0.083050505,529899,1,0, Tampines,18,-1.601867944,-0.485484634,-0.039304381,0.096783134,0.199097659,0.211228705
THE CARPMAELINA,0,-0.355106217,-0.456400767,-0.626859788,429974,1,1, Geylang,15,-0.820362357,-0.345908347,-0.082799108,-0.157582601,-0.523718518,0.824837275
WALLICH RESIDENCE,0,0.695024525,5.028246043,5.888539125,78882,0,0, Downtown Core,2,-1.862369807,0.511488844,3.134360858,4.691264211,4.132471328,0.448151005
COUNTRY ESQUIRE,0,-0.234314688,-0.235427897,-0.074707338,576438,1,1, Bishan,20,0.308479047,-0.651646881,0.333300446,0.222641179,-0.449282164,0.417496749
PARC KOMO,0,1.044937272,0.331379544,-0.626859788,506786,0,1, Pasir Ris,17,0.047977185,1.14290538,0.436237966,0.522050846,1.454721425,1.786986294
GAIA,0,-0.686571517,-0.59100373,0.477445112,329371,0,1, Novena,12,-1.688701899,-0.505424104,0.402892009,0.286232613,1.096251613,0.678742514
OASIS GARDEN,0,-0.056708947,-0.084694663,-0.074707338,538420,1,1, Toa Payoh,19,-1.167698174,0.199103821,0.063633139,0.049089559,-0.703932849,0.576512498
THE OLD HOUSE,0,-0.741619485,-0.649845694,0.635202955,534749,0,1, Hougang,19,-0.646694449,-0.651646881,-0.580088819,-0.611996386,-0.453199867,0.383728432
GOLDEN HEIGHTS,0,-0.537029446,-0.490712099,-0.074707338,556126,0,1, Serangoon,19,-0.646694449,-0.339261857,0.021588236,-0.06219545,-0.312162564,0.297402929
SELETAR PARK RESIDENCE,0,0.933761966,0.268830379,-0.626859788,807019,1,0, Serangoon,28,-1.688701899,1.14290538,-0.236480477,-0.015826697,0.101155088,0.988139344
MONTROSA,0,-0.001170356,-0.094672556,-0.216689397,669597,1,0, Bukit Batok,23,-0.299358632,0.119345943,-0.197335222,-0.223823677,-0.754862987,0.93171843
ASPEN LINQ,0,-0.763010673,-0.676900377,0.477445112,239669,0,0, River Valley,9,-1.775535853,-0.571889002,0.153522241,1.025483028,1.378326219,0.553553542
THE SPRINGS,0,-0.556360015,-0.444293204,0.477445112,308144,0,1, Novena,11,-0.646694449,-0.279443449,0.350698337,0.312729044,0.095278533,0.347342943
CITY SUITES,0,-0.675287175,-0.578225717,0.477445112,329699,0,1, Novena,12,-1.862369807,-0.319322388,0.879884181,0.722098897,0.614374162,0.93346418
TRESALVEO,0,0.28466695,0.202850081,-0.074707338,573963,1,1, Bishan,20,-1.428200036,0.478256395,0.459435154,0.451835305,0.500760779,0.302707898
PARK INFINIA AT WEE NAM,0,1.267680384,1.608431571,0.477445112,308342,1,1, Novena,11,-1.080864219,2.538668249,1.175648324,1.420279845,0.130537859,0.596420184
SUNGLADE,0,1.070744073,1.386867126,0.477445112,556130,1,0, Serangoon,19,-0.646694449,2.465556861,-0.090048229,-0.00125366,-0.506088855,0.264836376
CHANGI GREEN,0,1.325475844,0.658402039,-0.469101946,486842,1,1, Tampines,16,-0.212524678,1.009975583,-0.366964657,-0.015826697,-0.472788381,0.426574354
JC RESIDENCE,0,-0.729942643,-0.667316867,-0.626859788,428129,0,1, Geylang,15,-0.994030265,-0.611767941,0.004190346,-0.078093309,-0.396393175,0.846636006
GLAMOUR VILLE,0,-0.660470342,-0.628272937,-0.626859788,425120,0,1, Bedok,15,-0.646694449,-0.605121452,0.001290697,-0.080742952,-0.235767358,1.293716902
CAMELODGE,0,-0.653503487,-0.543559439,0.635202955,455006,0,1, Bedok,15,-0.038856769,-0.638353901,-0.226331707,0.057038488,-0.609907981,1.204456453
PALM VISTA,0,-0.569018104,-0.576805938,-0.626859788,426224,0,1, Bedok,15,-1.080864219,-0.478838144,-0.18283698,-0.149633671,-0.106483164,0.562283264
BARTLEY RIDGE,0,1.259437908,2.172636083,1.029597562,368055,1,0, Toa Payoh,13,-1.775535853,5.077627374,0.321701852,0.52602531,0.684892813,0.253911556
WATERFRONT KEY,0,1.118236437,1.211484946,0.240808348,479250,1,0, Bedok,16,-1.428200036,2.212990247,-0.007408248,0.135202958,0.011047922,0.194933763
RANGOON VIEW,0,-0.744366977,-0.653079636,0.635202955,218460,0,1, Kallang,8,-0.386192586,-0.651646881,-0.638081788,-0.327159757,-0.747027581,0.645164233
LE SHANTIER,0,-0.524861981,-0.408917037,0.477445112,328106,0,1, Novena,12,-0.125690724,-0.478838144,-0.385812372,-0.386776726,-0.686303187,0.674306191
BREEZY MANSIONS,0,-0.678917789,-0.638605775,-0.626859788,546079,0,0, Hougang,19,-0.559860494,-0.598474962,-0.630832667,-0.502036199,-0.255355872,0.816587218
CELADON VIEW,0,-0.50572766,-0.54119314,-0.626859788,507029,0,0, Pasir Ris,17,-0.299358632,-0.512070594,-0.298822918,-0.328484578,-0.752904135,1.009328759
WING ON LIFE GARDEN,0,0.360419233,0.266976778,-0.074707338,259718,0,1, Tanglin,10,1.176818589,-0.153160141,1.069811155,0.895650518,-0.257314724,0.68487563
THE BEVERLY,0,0.342560535,-0.064344493,-0.626859788,596720,0,1, Bukit Timah,21,-1.428200036,0.092759983,-0.406109911,0.125929207,0.011047922,0.964092843
CASA PASIR RIS,0,-0.215376617,-0.377800208,-0.626859788,509506,1,0, Pasir Ris,17,-0.125690724,-0.306029408,-0.770015793,-0.453017803,-0.880229478,1.754171713
GALLOP GABLES,0,1.530164007,0.60437155,-0.626859788,268850,1,1, Tanglin,10,-0.125690724,-0.598474962,0.913230138,0.870478909,-0.071223838,0.186140739
SUNNYVALE RESIDENCES,0,-0.567938732,-0.576174924,-0.626859788,425790,0,1, Bedok,15,-1.862369807,-0.67158635,0.418840075,0.308754579,1.151099453,0.89321008
MARTIN EDGE,0,-0.758398812,-0.67169452,0.477445112,239071,0,1, River Valley,9,-0.907196311,-0.631707411,0.00564017,0.356448154,0.134455562,0.753776521
TREESCAPE,0,-0.671264061,-0.637580378,-0.682075034,425259,0,1, Bedok,15,-1.601867944,-0.67158635,-0.101646823,0.148451174,0.761288019,1.172937752
NAUNG RESIDENCE,0,-0.502882044,-0.53957617,-0.626859788,537670,1,0, Hougang,19,-1.688701899,-0.651646881,0.102778393,0.094133491,0.265698608,0.370488552
THE LOFT,0,-0.040420243,-0.279283301,-0.626859788,258468,1,0, Tanglin,10,-0.559860494,-0.179746101,1.021966955,1.131468751,0.105072791,1.178680734
TANGLIN HILL CONDOMINIUM,0,0.834950374,8.37E-11,-2.55E-10,247876,1,1, Tanglin,10,1.176818589,-0.345908347,0.624715116,0.630686212,-0.400310878,1.386837453
THE LAKEFRONT RESIDENCES,0,0.802372967,1.529752136,1.029597562,648305,1,0, Jurong West,22,-1.601867944,3.489116299,0.030287182,0.28358297,-0.043799918,0.256855401
GALLOP GREEN,0,0.526838757,0.040285353,-0.626859788,257534,1,1, Tanglin,10,-0.559860494,-0.339261857,1.039364846,0.887701589,1.476268791,0.255680151
The Atelier,0,0.363362975,0.590725893,0.477445112,228599,0,1, NOVENA,9,0.047977185,-0.611767941,1.909259384,2.111836686,3.619252253,0.399685752
PARC SEABREEZE,0,-0.26326148,-0.259643021,-0.074707338,427711,0,1, Marine Parade,15,-1.428200036,-0.066755773,0.413040779,0.757869079,0.790670791,1.77292932
THE BROOKS II,0,-0.482570227,-0.528178497,-0.626859788,786015,0,1, Yishun,26,-1.775535853,-0.505424104,0.208615562,0.108706528,0.859230591,0.648104079
NIN RESIDENCE,0,-0.291227025,-0.008697033,1.029597562,348269,1,0, Toa Payoh,13,-1.601867944,0.764055458,0.076681557,0.316703508,0.204974213,0.177499328
LOYANG VALLEY,0,6.993552106,3.780062861,-0.603196112,509058,1,0, Pasir Ris,17,0.916316726,1.714503508,-0.678676867,-0.65836514,-0.844970152,2.190178063
KNOX VIEW,0,-0.703154595,-0.652251431,-0.626859788,425307,0,1, Bedok,15,-0.646694449,-0.638353901,-0.111795593,-0.125786884,-0.466911827,1.200959621
TREASURE MANSIONS,0,-0.705117089,-0.653355704,-0.626859788,546242,0,1, Hougang,19,-0.820362357,-0.611767941,-0.443805341,-0.44241923,-0.535471627,0.840685637
SARHAD VILLE,0,-0.413882924,-0.489489512,-0.626859788,119161,1,1, Queenstown,5,0.134811139,-0.478838144,-0.577189171,-0.487463162,-0.321956821,0.589946637
THE EDGE ON CAIRNHILL,0,-0.357068711,-0.219770886,0.477445112,229717,1,1, Newton,9,-0.559860494,-0.385787286,1.374274243,1.195060185,0.771082276,0.399457934
GRANGE RESIDENCES,0,0.67579208,0.942279019,0.477445112,249613,1,1, Tanglin,10,-0.733528403,0.398498516,2.260116848,2.284063485,0.696645922,1.018828545
QUEENSBERRY LODGE,0,-0.716499557,-0.624526297,0.477445112,248185,0,1, Tanglin,10,-0.559860494,-0.611767941,0.091179799,0.001395983,-0.441446758,0.987602567
SHELFORD VIEW,0,-0.26139711,-0.40371118,-0.626859788,288420,1,1, Bukit Timah,11,1.089984635,-0.67823284,0.202816265,0.168323497,-0.319997969,0.628311002
CITYLIGHTS,0,0.65312527,1.722605488,1.581750013,208741,1,0, Kallang,8,-0.994030265,-0.651646881,0.478282869,0.641284784,-0.347421889,0.173158296
THE ANSLEY,0,-0.349218734,-0.213697386,0.46955722,308214,1,1, Novena,11,-0.733528403,-0.68487933,0.208615562,0.15375046,-0.047717621,0.639829056
TWO8ONE STUDIO,0,-0.763893796,-0.677925773,0.477445112,238322,0,0, River Valley,9,-1.428200036,-0.645000391,-0.375663603,0.389568693,0.790670791,0.512656703
PARC SOPHIA,0,-0.40819169,-0.588243048,-1.163236454,229975,0,1, Rochor,9,-1.341366082,0.318740638,0.544974783,0.825434977,0.727987545,0.348021686
PALM LOFT,0,-0.68559027,-0.642983427,-0.642635573,427282,0,1, Geylang,15,-1.080864219,-0.585181982,-0.175587859,-0.223823677,-0.298450604,0.574454689
HILLSIDE MANSIONS,0,-0.503765166,-0.540049429,-0.626859788,548943,0,1, Hougang,19,0.308479047,-0.505424104,-0.304622215,-0.324510114,-0.447323312,0.908251455
EON SHENTON,0,-0.599142393,-0.087573659,4.894664714,79118,0,0, Downtown Core,2,-1.862369807,0.185810841,1.281485492,1.903839705,1.609470688,138.39695
CLYDESVIEW,0,-0.349709357,-0.453403455,-0.626859788,159192,1,1, Tanglin,3,0.395313001,-0.478838144,0.272407828,0.166998675,-0.308244861,0.523702487
THE PROMINENCE,0,-0.653601612,-0.624407982,-0.626859788,438749,0,1, Geylang,15,-0.820362357,-0.585181982,-0.236480477,-0.298013683,-0.451241015,0.980216257
OXFORD SUITES,0,-0.61219298,-0.507157876,0.477445112,218817,0,1, Kallang,8,-1.254532128,-0.651646881,0.233262574,0.160374567,0.058060356,0.400674794
VIVA,0,0.381516048,0.611154939,0.477445112,307462,1,1, Novena,11,-1.428200036,0.870399296,1.622194186,1.469298242,1.166770265,0.536492609
HILLVIEW GARDEN ESTATE,0,-0.748880714,8.37E-11,-2.55E-10,669088,0,0, Bukit Batok,23,0.047977185,-0.000290875,0.147722944,0.053064023,-0.506088855,0.640120532
ONE DUCHESS,0,-0.710612073,8.37E-11,-2.55E-10,268977,0,0, Bukit Timah,10,-1.862369807,-0.605121452,1.442415982,1.281173584,2.028664893,0.16584983
THE EQUATORIAL,0,-0.047288974,-0.075190029,-0.066819446,257872,1,1, Tanglin,10,-0.47302654,-0.060109284,0.90018172,0.977789453,0.061978059,0.137779802
TIARA VISTA,0,-8.70E-12,8.37E-11,-2.55E-10,425313,0,1, Bedok,15,0.482146956,-0.000290875,-0.161089617,-0.229122963,1.227494659,1.18821785
TEMBELING CENTRE,0,-0.524861981,-0.388487991,0.635202955,423731,0,1, Marine Parade,15,0.916316726,-0.578535492,-0.124844011,-0.11386349,-0.692179741,1.493897553
PINE GROVE,0,7.361912301,6.176255909,-0.074707338,590001,1,0, Bukit Timah,21,0.047977185,-0.252857489,-0.482950596,-0.382802261,-0.760739541,0.971785567
DALVEY HAUS,0,-0.277685814,-0.515203292,-2.55E-10,259514,1,1, Tanglin,10,0.047977185,-0.578535492,3.057520174,2.71198084,4.532077019,0.432919788
MAYFAIR PARK,0,-0.749371337,8.37E-11,-2.55E-10,588384,0,0, Bukit Timah,21,0.047977185,-0.000290875,-1.373142673,-1.269107867,-0.774451501,0.410086346
MORIMASA GARDENS,0,-0.271013333,-0.409390297,-0.626859788,309065,1,1, Novena,11,0.221645093,-0.438959205,0.413040779,0.295506364,-0.284738644,0.424306946
EMERALD GARDEN,0,0.172510397,0.643691548,1.029597562,69415,1,0, Outram,1,-0.299358632,1.069793992,0.984271525,0.930095878,-0.098647758,138.39695
ROBIN RESIDENCES,0,0.022772076,-0.243788819,-0.626859788,258261,1,1, Tanglin,10,-1.688701899,0.199103821,1.362675649,1.576608786,2.536007413,0.294982275
CHATEAU LE FAME,0,-0.48158898,-0.503608428,-0.469101946,259345,0,1, Tanglin,10,-0.386192586,-0.432312715,0.179619077,0.190845463,-0.118236272,0.526409692
LINCOLN SUITES,0,-0.232254069,-0.07960712,0.477445112,308380,1,1, Novena,11,-1.601867944,0.471609905,1.291634262,1.989953105,1.452762573,0.389570276
MARINE BLUE,0,-0.312520089,-0.300856058,-0.074707338,449309,1,1, Marine Parade,15,-1.775535853,0.132638922,0.987171174,1.249377868,0.743658356,1.77893855
JERVOIS LODGE,0,0.130807391,-0.18297494,-0.626859788,249015,1,1, Tanglin,10,-0.125690724,-0.571889002,0.518877947,0.712825147,-0.361133849,0.870195951
KILAT COURT,0,-0.601006762,8.37E-11,-2.55E-10,598139,0,1, Bukit Timah,21,-0.125690724,-0.571889002,-0.598936534,-0.602722636,-0.653002712,0.18091252
PEAK RESIDENCE,0,-0.256000251,-0.40067443,-0.626859788,307675,1,1, Novena,11,0.047977185,-0.631707411,1.588848229,1.889266668,3.229440819,0.645117836
THE HUNTINGTON,0,-0.602086134,-0.496351778,0.46955722,308095,0,1, Novena,11,-0.386192586,-0.412373246,0.740701055,0.711500325,0.061978059,0.246467512
THE SHELFORD,0,1.327732712,0.490513139,-0.626859788,286888,1,1, Bukit Timah,11,-0.820362357,0.737469499,1.024866604,1.09569857,-0.100606609,0.452154148
THE CENTRIS,0,2.510429949,2.081454702,-0.074707338,648332,0,0, Jurong West,22,-1.167698174,-0.286089939,-0.23068118,-0.048947235,-0.649085009,0.081203505
THE COSMOPOLITAN,0,0.154062949,0.355121409,0.477445112,239471,1,1, Singapore River,9,-1.080864219,0.823873867,1.601896647,1.587207359,0.620250716,0.892146471
TRIBECA,0,-0.296035136,0.042730528,1.266234327,239497,1,1, Singapore River,9,-1.254532128,0.471609905,1.261187953,1.429553596,0.690769368,0.99242886
ATLASSIA,0,-0.651540993,-0.541153702,0.635202955,427754,0,1, Paya Lebar,15,0.047977185,-0.485484634,1.014717834,1.006935527,2.457653356,0.765107061
VENTURA VIEW,0,-0.658605972,-0.627168664,-0.626859788,424292,0,1, Geylang,15,-1.428200036,-0.532010063,-1.020835385,-0.054246521,-0.231849655,0.724591701
BUONA VISTA GARDENS,0,0.031701425,-0.245997365,-0.642635573,117687,1,1, Queenstown,5,0.56898091,-0.372494307,-0.119044714,-0.190703139,-0.629496495,0.566950618
DUET,0,-0.352064351,-0.420393586,-0.469101946,258873,1,1, Tanglin,10,-0.820362357,-0.412373246,0.197016968,0.212042607,-0.214219992,0.802673415
CHELSEA LODGE,0,-0.529277593,-0.393023397,0.643090847,437083,0,1, Marine Parade,15,-0.386192586,-0.173099611,-0.034954909,0.025242771,-0.508047707,0.877794098
The Commodore,0,-8.70E-12,8.37E-11,-2.55E-10,769304,1,0, Sembawang,27,0.047977185,0.764055458,0.143373472,0.296831185,1.258836282,0.302732301
Kopar at Newton,0,0.363362975,0.590725893,-2.55E-10,228605,0,0, Novena,9,0.047977185,1.820847345,1.667138738,1.848197201,2.814164316,0.342489508
FLORIDIAN,0,1.324887095,1.055388102,-0.098371015,589626,1,1, Bukit Timah,21,-1.428200036,1.541694771,0.998769767,1.136768037,0.965008568,0.410419423
